,M_u_-10d,M_u_0d,M_u_10d,M_u_20d,M_u_30d,M_u_40d,M_g_-10d,M_g_0d,M_g_10d,M_g_20d,M_g_30d,M_g_40d,M_r_-10d,M_r_0d,M_r_10d,M_r_20d,M_r_30d,M_r_40d,M_i_-10d,M_i_0d,M_i_10d,M_i_20d,M_i_30d,M_i_40d,M_z_-10d,M_z_0d,M_z_10d,M_z_20d,M_z_30d,M_z_40d,M_y_-10d,M_y_0d,M_y_10d,M_y_20d,M_y_30d,M_y_40d,object_id,i-y_new,r-i_new
1062,-18.53232383428408,-18.956129235022864,-18.82807170887772,-18.372586222635935,-17.12422563196713,,-18.854824264302316,-19.168170480862237,-19.032628872440817,-18.726290351535305,-18.1482610296594,-16.293050510089806,-19.00916730375038,-19.24589742437177,-19.16242190853405,-19.013619366338055,-18.781502938657987,-18.027782006090128,-18.857308601091624,-19.101598324935416,-19.16702209936904,-19.117055497270577,-18.9683288692628,-18.461961802106707,-18.689028070924714,-18.94573057982597,-19.11248709772719,-19.108032926199023,-18.97698488332319,-18.57880760483861,-18.56765576738791,-18.816744274551574,-19.013472885554073,-19.03702634828121,-18.913327474847073,-18.566646855765292,rist_pethron_ris,-0.12099739064177584,-0.078830302183718
1063,-16.27843073486089,-16.283613280761315,-16.282246102501347,-16.275606842480727,-16.264704654669302,-16.250511777603563,-16.337706564680445,-16.340631105072376,-16.337781938237327,-16.329944493446533,-16.317471225280514,-16.30089890080386,-16.297216003066822,-16.303717395831967,-16.30549076081074,-16.3026687743735,-16.294170855842722,-16.2790312280638,-16.124585980153583,-16.141276611137755,-16.152658927676157,-16.158594128008033,-16.15860278965458,-16.15273443602156,-15.893117906573252,-15.921734794511464,-15.944758461710151,-15.96164293088681,-15.972276281346254,-15.977013695519972,-15.667927673231858,-15.702026096828718,-15.731372548212576,-15.755373865360866,-15.773739162189417,-15.786627420542928,rodwen_harad_adar,-0.341062186324919,-0.1461548356428608
1064,-18.70793118548453,-18.88990526255928,-18.24015015654281,-15.94372712939348,,,-18.88838660452896,-19.16639452237187,-18.70835618397483,-17.58319573570469,-16.415904544788134,-16.10888298020116,-18.970871256106037,-19.35456974687878,-19.09525414845254,-18.48966901137447,-17.7600364729891,-17.52907925903243,-18.828989554580843,-19.305912349378065,-19.213394949222742,-18.85668491421326,-18.22417087330483,-18.0235617369581,-18.6188953727209,-19.112603958210556,-19.14518396316581,-18.89170091532364,-18.32075563506119,-18.073991509981862,-18.425757828096906,-18.877304855280485,-18.98034252785058,-18.784439767466058,-18.259896815728386,-17.97352761247454,rodwen_tinnu_mund,-0.3345695952528729,-0.038987890040843354
1065,-19.841309558943173,-19.978329379593013,-19.886552745553224,-19.711315518372807,-19.550900913804135,-19.41768867060066,-19.81821026393053,-19.96382386809109,-19.84391750815896,-19.62482836644444,-19.426143886961576,-19.272879014973903,-19.594971028735703,-19.742719868096735,-19.66592982494955,-19.423056439257643,-19.16768170568752,-18.972261025101368,-19.287501900620477,-19.442159869462195,-19.397333432314845,-19.17488194926585,-18.88889286393113,-18.65553679368563,-19.007753163347452,-19.180527048762706,-19.130254165451085,-18.91808422698032,-18.637705503302975,-18.388834788383356,-18.75111564971136,-18.93547183712753,-18.879186879319455,-18.673920225422695,-18.423938117482894,-18.211077625791734,rom_maecheneb_lacha,-0.5067474214509815,-0.2949923435027131
1066,-16.300481944163757,-16.27605326906626,-16.344184657331645,-16.49959613388689,-16.706283240611562,-16.884536902903683,-17.66249582671275,-17.717863681265136,-17.792607209300805,-17.862848287224658,-17.91105959304648,-17.930549914831168,-18.458223684291404,-18.51244935157269,-18.57537631075831,-18.614770051447117,-18.60966417183362,-18.57148143213329,-18.80368270308239,-18.8318772742955,-18.846016110508497,-18.84320241409592,-18.819000735099458,-18.772811049121437,-18.873149250173007,-18.878204328992673,-18.874252697339124,-18.858844505668976,-18.82893049424748,-18.783350856519696,-18.82603420498537,-18.825142793070903,-18.8145500230576,-18.794073443606074,-18.76228860269423,-18.718070956859883,romru_grond_ninglor,-0.020281223689053718,0.21283936627746414
1067,-19.017465924732264,-19.002732158425506,-18.984962044116983,-18.96433994393271,-18.941054217535736,-18.915249304247723,-19.341251578213132,-19.33185195578621,-19.318871595445117,-19.30227879230395,-19.282063462277307,-19.258224628762747,-19.569004408948928,-19.567729964722915,-19.5608330128634,-19.548655110010117,-19.531763206629563,-19.510575817932803,-19.56794263535583,-19.570298181597693,-19.56801833080361,-19.56102714714551,-19.549325830555475,-19.532917746978313,-19.485787275600927,-19.485976395741503,-19.482473715175047,-19.47519957518811,-19.464076196446683,-19.448942104755872,-19.367254017407575,-19.363418292071856,-19.35666751101037,-19.34688355870199,-19.334004928192822,-19.31801294828493,rovalug_aranarth_draug,-0.20198017438633542,0.001092251539162703
1068,-17.76611246151876,-17.800571394122798,-17.867671730599028,-17.962115046258617,-18.045469190752513,-18.091041701618497,-18.2531028484577,-18.28547725486341,-18.330972839269137,-18.39045738943514,-18.44504523811439,-18.467264643300325,-18.695026858176632,-18.7124078641518,-18.719194571596915,-18.729095271892533,-18.74949195320137,-18.753887467434737,-18.90347747971022,-18.910811466781396,-18.90015180228164,-18.886158947433515,-18.875365524371716,-18.856512794308415,-18.923285869436658,-18.932681548410415,-18.92404943873025,-18.904351774083494,-18.876710658717386,-18.838282071275557,-18.85515347276352,-18.865049154482875,-18.85800765867114,-18.83614841239978,-18.800082530006577,-18.748294041431848,rovalug_iar_espalass,-0.04623902323758955,0.15586804013945255
1069,-17.700627007074992,-18.03799375880545,-18.02980945664013,-17.74379908945715,-17.21896506784389,-16.68906847523632,-18.372218571260568,-18.673606320225595,-18.60265524470629,-18.188601004189856,-17.54068236959734,-16.956371268035916,-18.87541418059542,-19.128712825388114,-18.959991454118132,-18.462456428396372,-17.773267248079613,-17.236271022962235,-18.974593777037676,-19.123060610904,-18.90028642378119,-18.463154280546497,-17.90051567288129,-17.47988456007301,-18.90474040226463,-18.968743847070066,-18.740578838802985,-18.370347641571733,-17.927376985583358,-17.59032153532582,-18.771859315051096,-18.78697557799992,-18.57061218814406,-18.243658920711475,-17.885977733612172,-17.60626122753751,rudh_imrath_meril,-0.3135616570638575,-0.0030457080264625347
1070,-16.547528422399004,-17.949360166413307,-17.908921776259852,-17.50815539151403,-16.80087346873666,-15.656178486375588,-17.234593394759152,-18.172604263157204,-17.997143122467115,-17.60279834186263,-16.928866292471902,-15.94880535798547,-17.658385741412324,-18.211815356764752,-17.976368753617713,-17.647707946250854,-17.07340249386457,-16.309831106698503,-17.722758483705228,-18.07959071101839,-17.81257113532316,-17.592114303662107,-17.160007988018187,-16.519435141376498,-17.62201830038645,-17.872126143799925,-17.57193543680446,-17.465722159697116,-17.15767685737304,-16.581420773131548,-17.452489312471464,-17.642384973783855,-17.345869690326715,-17.304081825474647,-17.087954049071804,-16.554790999609132,ruith_amon_yll,-0.4232557028465891,-0.12134669537257992
1071,-19.94961636108294,-19.90831540432996,-19.82703672513683,-19.70571086832991,-19.545800698478764,-19.351848891040586,-20.367093966041544,-20.3207978781387,-20.236167377726023,-20.11162637077999,-19.947604253517504,-19.752630429257387,-20.73037014500745,-20.69260659175891,-20.623452680375685,-20.5202868708274,-20.376901633399193,-20.202784875842916,-20.87045548543843,-20.856794434931835,-20.81751416408563,-20.75476858805137,-20.672293477885898,-20.5757513884758,-20.881552105813803,-20.892861762338136,-20.88400138297477,-20.85787675931862,-20.816659536880884,-20.759594763705003,-20.824971822164905,-20.849744443617176,-20.85682607258385,-20.84772077902017,-20.823340147080167,-20.784387051382332,ruith_drafn_certh,-0.013588452164214004,0.13281674546287547
1072,-18.40186900692685,-18.42110613442087,-18.43392939060802,-18.439471702954087,-18.43706871154493,-18.426223600424827,-18.93346482256799,-18.954034995482864,-18.967600615406845,-18.973561139264227,-18.971435458456902,-18.96081032001694,-19.42350162930348,-19.43607975421613,-19.442933101140333,-19.443725716306663,-19.437653199568096,-19.42371082979782,-19.62851416395757,-19.635477370304407,-19.636427034168612,-19.63134260073651,-19.620164632584384,-19.60278951437052,-19.67236862508819,-19.67489304702864,-19.67239355277041,-19.66480532224633,-19.652117660740153,-19.6343467648991,-19.641709624731796,-19.640819620921995,-19.635480528576515,-19.62573967786995,-19.611638799482183,-19.59319968775464,rust_eredh_magor,0.005137670437420638,0.1925925846745713
1073,-17.806132926275552,-18.36698059207926,-18.28002625247811,-18.070028275990808,-17.551390738060064,-16.154408387486484,-17.939538079552975,-18.54821435194482,-18.41595305578535,-18.226723863127944,-17.79054768792298,-16.559102448158228,-18.05235473917249,-18.73387029187279,-18.5341481571956,-18.36747751934358,-18.069310627434433,-17.08635991954121,-18.084462750158067,-18.821928247473352,-18.57419646606543,-18.410391488092557,-18.238664322966883,-17.497354559336145,-18.067183464106648,-18.805872061302992,-18.552145725778743,-18.369949938938433,-18.269182174024436,-17.702611065848814,-18.01028247313107,-18.71759125286428,-18.488182651743784,-18.281802219110844,-18.201698250925944,-17.769666686174816,sador_eryn_rochben,-0.10433699460907064,0.0880579556005614
1074,-17.12770360999056,-17.545597858504493,-17.37062121637021,-16.937567282092587,-16.131598201947526,,-17.883143651387556,-18.14444740420018,-17.888517121669125,-17.415726895970806,-16.798241479629255,-15.38817730827057,-18.337736152750935,-18.563558798870176,-18.303610077370237,-17.798253342743237,-17.330191888715902,-16.52944628579108,-18.32969680619243,-18.620658326159756,-18.40633141928151,-17.963257895767583,-17.58139043470574,-16.93013644287366,-18.192889026131567,-18.512669268018143,-18.360902588396257,-17.996288838968937,-17.632177346862463,-17.046123517850972,-18.03357119270207,-18.351048284346337,-18.254998246350596,-17.95325591210029,-17.595576660015354,-17.065090572346037,saew_rovalug_badhor,-0.26132762425091016,0.053034632149831396
1075,-18.583025260883048,-18.72599215894051,-18.709543673761644,-18.601483394919697,-18.46525657720946,-18.33939108998868,-18.85066444090228,-18.976887986576827,-18.92515447237706,-18.776851700698273,-18.61158891606456,-18.469729002410816,-19.088536734102476,-19.206974176506407,-19.12373187988554,-18.93449193678717,-18.73870006872252,-18.58006642588461,-19.169239852546895,-19.27103901445038,-19.18159996976783,-18.990697586495926,-18.782912027373143,-18.618080134403144,-19.117306549585905,-19.215126612728724,-19.13943377777791,-18.966783941819983,-18.766662023535247,-18.60721109391794,-18.99889669507202,-19.09792929132412,-19.04291224998353,-18.895256512542943,-18.716448773177532,-18.56924159451408,tachol_anwar_mindon,-0.17270212389017559,0.06355766636319515
1076,-16.861953127997303,-16.619497990453745,-16.32023875096383,-16.147822141851712,-15.967352473824825,-15.45383112701473,-16.87455353729022,-16.69639738550334,-16.521137271347136,-16.49990205230406,-16.478920507644297,-16.265086791072115,-16.926358172063196,-16.943253490403045,-16.891754776532515,-16.91827174086611,-16.933619804128973,-16.903846298689437,-16.937454609827874,-17.202910114112903,-17.133482665454316,-17.12531709693281,-17.07027092100484,-17.108957371378033,-16.740590172398562,-16.989599605323214,-17.075866463793908,-17.02645433042317,-16.993671229118284,-17.01900797982207,-16.42328347304575,-16.728159973093476,-16.92138048525262,-16.961351085281557,-16.898090153022032,-16.88141123634174,tachol_lembas_iaun,-0.23149790048798025,0.2163476837935292
1077,-17.535654350827052,-17.463625084440032,-17.195910619276525,-15.63722523704245,,,-18.418840366090585,-18.454399831039503,-18.279140929048573,-17.63328810994846,-15.866481080291898,,-19.06284412858593,-19.156710608987304,-18.96855622664838,-18.49172715497428,-17.738565874536256,-16.867002679184516,-19.257476763489613,-19.382991130536706,-19.236300921694415,-18.865997072525698,-18.311761552473676,-17.778910528853707,-19.274320927392743,-19.40956325676195,-19.31321240965844,-19.033177107559233,-18.626261011850055,-18.16937136680873,-19.211762974877736,-19.352650985808687,-19.292333233843955,-19.07597909398182,-18.74867057614687,-18.345837845366127,talraph_midh_nimbrethil,-0.029727308001127994,0.22069357973211368
1078,-17.785180791628697,-17.755347198142154,-17.71853552229681,-17.67552845012029,-17.627217041738895,-17.573835105401663,-18.22551085692331,-18.20843494535834,-18.18410743481665,-18.153554324399103,-18.117928207241597,-18.07742995315939,-18.657899380045997,-18.654111283639644,-18.645576335855377,-18.630713536938508,-18.60801016802082,-18.57769404718564,-18.88579122471385,-18.881422631395985,-18.87215388737275,-18.858636082014563,-18.841530940149248,-18.82056517563739,-18.938566502675236,-18.94103245786419,-18.938621564534937,-18.93161246076975,-18.920059547983666,-18.903667545452272,-18.891401132577307,-18.89784188230508,-18.899341106072903,-18.89581318829368,-18.887191329657604,-18.87333800467426,talraph_minas_Mirion,0.013406704545360526,0.22784708308132906
1079,-17.252202610643295,-17.46669573376417,-17.011557142537,-16.197500468282612,-14.914714996063124,,-17.36855750354279,-17.67311653614871,-17.25426180736207,-16.488101469081627,-15.573402314017542,-12.735908933249677,-17.391870000762395,-17.778884690978444,-17.44897274646904,-16.767523886327012,-16.11392917353058,-15.412124059507292,-17.31664198653685,-17.718195466652475,-17.468086621263254,-16.896743380718092,-16.426339131778718,-15.9588014935578,-17.202134899363926,-17.57933412806183,-17.37722264908055,-16.91282321452465,-16.522029911846076,-16.11545884858174,-17.065952556275292,-17.413501445947603,-17.25028057290578,-16.865907203128728,-16.510648713670463,-16.137203211976342,tathar_lavan_maen,-0.3034573629527273,-0.060105103243316194
1080,-18.37456650115608,-18.29778459436471,-18.21232386386835,-18.11970708227979,-18.02243945069648,-17.924133692666217,-19.184612027969408,-19.147039917204538,-19.102468521783734,-19.051850600756865,-18.99687336051248,-18.94016528833238,-19.841075605151744,-19.833179020147497,-19.81819881486489,-19.796471609177345,-19.769517777711584,-19.738893858597237,-20.064516151736868,-20.06257153251714,-20.055112859153027,-20.042172353623116,-20.024075858725283,-20.001311585419003,-20.101169424396076,-20.103274707733547,-20.100921205120997,-20.093976677426596,-20.082302406410363,-20.06597106767539,-20.049337457878252,-20.0535513602494,-20.05410836951775,-20.051007320958064,-20.044301284980293,-20.034086732977514,tavor_lembas_sogannen,-0.0102398785115696,0.22180258484561932
1081,-18.303906803406623,-18.28637382708248,-18.267879744726297,-18.248443998201516,-18.2280737617075,-18.20676513513414,-19.058980554897666,-19.060780924360262,-19.062408615934125,-19.063833983809698,-19.06503435736095,-19.065993142739707,-19.828934312224145,-19.829599458927085,-19.8297919115876,-19.82948654956352,-19.828659236252314,-19.827293485215726,-20.23273647248842,-20.234737544390292,-20.236366813321204,-20.237619157294425,-20.238485026702342,-20.23889766111436,-20.359649979778347,-20.360170109486653,-20.36051167056815,-20.36070036330677,-20.360739973760552,-20.360626130405272,-20.401301905052016,-20.40149661716945,-20.401304688834877,-20.400741780688413,-20.39983347842719,-20.398603695184995,tegilbor_thamas_thangail,0.16257636868910197,0.40912558898959617
1082,-17.897543954305405,-18.033457382379662,-17.750917551657224,-17.328073602370424,-16.881856331972543,-16.177820829428427,-18.19715995326706,-18.38914883208686,-18.17496510928025,-17.795531682032205,-17.350851527085112,-16.67887654446662,-18.49447392995164,-18.733507995848328,-18.561044646468588,-18.21648693459292,-17.78937333300543,-17.161076993619417,-18.6342986899092,-18.890286504611268,-18.73491712763696,-18.420955604462947,-18.032047985899155,-17.47210092394407,-18.6206373076313,-18.87775653782252,-18.757154486625353,-18.480172978984356,-18.121839984523305,-17.625322935105814,-18.527336320832603,-18.78169085287915,-18.700483927707083,-18.458240142432615,-18.125185641229407,-17.679856175965654,thamas_rodwen_glandagol,-0.10434131479804876,0.1567785087629403
1083,-17.29886343599192,-17.395448887326083,,,,,-17.63721520665905,-17.721278735300004,,,,,-18.04728804035682,-18.104332927315255,,,,,-18.32935951141428,-18.356323228387396,,,,,-18.430705626368123,-18.444710316705212,,,,,-18.396740718541167,-18.41438789102361,,,,,thangail_raegdan_Gonhir,0.055884130276254496,0.233639732024443
1084,-18.381815280254635,-18.375183747437397,-18.362188779564967,-18.342174177192295,-18.315044249213777,-18.28121969729856,-18.648957022217665,-18.656587792967905,-18.65869276510129,-18.654415858732456,-18.64317961880696,-18.6248394384398,-18.888007228927627,-18.906468174242555,-18.92291416172819,-18.934484875392208,-18.93645365428105,-18.92495185938558,-18.97992615834378,-18.982985200985603,-18.979603714288395,-18.970294740044615,-18.955537560745064,-18.936097376157427,-18.878349127043585,-18.87651946388103,-18.86945975995676,-18.857191450103052,-18.839939227061144,-18.81869169143375,-18.69309039805598,-18.69029975468775,-18.683617755645933,-18.67346553830607,-18.660277274687665,-18.644216736963664,thavron_curunir_nell,-0.2898311690334907,0.04582830013241335
1085,-17.51726078463654,-17.33661610649498,-16.836359621411326,-15.651173428009209,,,-18.18429343861647,-18.26714420297423,-18.003497598822385,-17.333955338521314,-15.835727998217742,,-18.592308877300844,-18.788946267819277,-18.585499110622926,-18.03368655874734,-17.21728163604549,-16.03938755150819,-18.628864519293508,-18.79837175772031,-18.631925672973104,-18.20762754861375,-17.738013126359014,-17.012292084716087,-18.493022191994207,-18.619932876342055,-18.471566154792775,-18.16842265829947,-17.81992964792817,-17.260124740144825,-18.292208229372243,-18.390041196228506,-18.26446936228539,-18.0312109228363,-17.732230583887365,-17.260636973306013,thul_bronwe_dunedhel,-0.40684814478170495,0.008458245284742816
1086,-20.903063667412816,-20.91655686363037,-20.926177116325313,-20.93209697811212,-20.93448200960348,-20.9334898480407,-21.14827552040365,-21.160096800028192,-21.167840057072787,-21.171741498614388,-21.1720307011119,-21.16892838953307,-21.4182385838457,-21.42605345657646,-21.429544300843425,-21.42906255509713,-21.42493957460666,-21.417482075201,-21.58871696907473,-21.59228423484472,-21.591552668209125,-21.58692503478664,-21.578753159410137,-21.56735048453016,-21.653349651853667,-21.655481070172833,-21.65336950276689,-21.647301661037012,-21.637560739044964,-21.624434997875817,-21.643464171177374,-21.645144881271868,-21.642838894546067,-21.63660336260704,-21.62652207003099,-21.612925914821737,thul_dunedhel_acharn,0.05266100947922325,0.16268744376654354
1087,-17.818765021064912,-17.838251589578782,-17.813830830382024,-17.57849015747366,-17.04994043405376,-16.11457711971216,-18.487828410625916,-18.60845658128104,-18.481596859662183,-18.153076826912773,-17.601199571907408,-16.79734404304235,-18.886104415198226,-19.074987695454816,-18.899675990466427,-18.539173544378237,-18.004037116029615,-17.313442108765635,-18.916030113665677,-19.09121695968755,-18.946197969036497,-18.64274662655783,-18.201071777327662,-17.63113135113651,-18.813880760504155,-18.980229935762075,-18.891303150660313,-18.638057671530017,-18.274434832262152,-17.796471054902703,-18.67956373006522,-18.84117521421512,-18.793601512972025,-18.582507207635665,-18.266556758264777,-17.85026997365359,tirith_raef_meril,-0.24424465895208414,0.01622926423273441
1088,-18.841477274644085,-18.843798143048794,-18.333388432310464,-17.11985972523977,,,-18.994765268601903,-19.103993114243984,-18.67217544544244,-17.71474909226864,-15.901669645731268,-14.374402890046817,-19.042817209582772,-19.277413435260364,-18.95576407782395,-18.20279642500177,-17.321443598763132,-16.771680679777155,-18.908218924577675,-19.166058188275137,-18.922620114696336,-18.36771624382802,-17.810103680103886,-17.392554423294023,-18.677474256921137,-18.919065648996032,-18.723047787548687,-18.34688597807469,-17.972112657748333,-17.625582041826014,-18.434193199124856,-18.64477991144772,-18.502084194132628,-18.24222720234425,-17.96972653306353,-17.671031972247157,ulug_talraph_manadh,-0.521763392181299,-0.11087013163134429
1089,-22.016431606787656,-22.017282712592184,-22.01656012522185,-22.014189202832064,-22.010086954100323,-22.00416061994283,-21.96728630297604,-21.96593565039364,-21.962635960805663,-21.957299047505437,-21.949837482089073,-21.940167239769117,-21.796520425507573,-21.793550595901287,-21.78817480054355,-21.780256063273093,-21.7696496571919,-21.756201634940204,-21.55048059013358,-21.54765627123482,-21.54215275590763,-21.533807491699115,-21.52245220997657,-21.50791468439177,-21.29523068150171,-21.2945776681864,-21.29175768551142,-21.28670409940026,-21.279361406918532,-21.2696859079854,-21.05851923731695,-21.05925806060936,-21.058420280579163,-21.055972387493988,-21.05189170706877,-21.046167768806633,uruk_eglan_imrad,-0.4916963953031228,-0.2462971762694366
1090,-18.183026903334913,-18.28264206272076,-17.867564612203076,-16.615603439546852,-14.8546086528194,-13.44713184089057,-18.434298828023692,-18.577714463803737,-18.237295615482218,-17.30156029880589,-16.51334436525122,-15.922446242679476,-18.681638184914146,-18.874306330634177,-18.61346573124819,-18.070551575560295,-17.585449986973153,-16.923653130858476,-18.79928712969177,-19.02266553839869,-18.808513482339713,-18.437345028840305,-18.058194357235557,-17.348412743619072,-18.802226860591,-19.02833175946231,-18.868573482644685,-18.567804208874783,-18.194086474814902,-17.491120577280334,-18.735151540239336,-18.95433989804348,-18.8446842138222,-18.582146615286597,-18.19874774006345,-17.51258014579397,uruk_ira_honeg,-0.0680258971669474,0.14672180159979575
1091,-17.824576648316373,-17.524697924949102,-16.209035176767294,,,,-18.282498577782228,-18.21838927683452,-17.65172873611666,-16.396226739841076,,,-18.58526495204068,-18.69450580377076,-18.44988931108498,-17.855040187041887,-17.056741698245794,-16.509977749119237,-18.55779874254545,-18.70966476176647,-18.568496693090133,-18.195157037902995,-17.77118680152595,-17.38344451261819,-18.35944044794127,-18.514540616054457,-18.411613078523736,-18.133367497094447,-17.833316603508827,-17.547648059548557,-18.087849890024025,-18.239412054601154,-18.15181315008588,-17.926168477629382,-17.696209255975937,-17.473261348274086,vin_araf_gwador,-0.46912915479762773,0.010370198107565898
1092,-17.63089275216924,-17.62999332045758,-17.14400688316183,-16.585975220071994,-15.6949738400858,,-17.99446597238626,-18.0932211292561,-17.68805093852034,-17.17508655445392,-16.450393238483564,-14.972680449244514,-18.300581645135445,-18.50912687019133,-18.202391992460218,-17.6868546318455,-17.04526458952673,-16.014352714228657,-18.391726807587258,-18.60378074028602,-18.392532986522504,-17.942535852106197,-17.360104654863754,-16.470182247712962,-18.33586283031439,-18.540590512595298,-18.39992427629756,-18.033752022188416,-17.49881471095103,-16.68596185593058,-18.21201102454409,-18.416507431762945,-18.325629247548584,-18.020180634828694,-17.53112686258438,-16.780233240309492,yll_rusc_cabor,-0.18299467387051038,0.09452695832084146
1093,-17.57183965910368,-17.658456509919823,-17.61842366568967,-17.154150357076027,-17.032305551574332,-16.16877930800323,-18.37899859179253,-18.757540240128044,-18.388669143396108,-17.739693547495854,-17.59860310832432,-16.902974622334902,-18.89762405882508,-19.532990794741245,-18.898715037303596,-18.21618664647688,-18.123827102873484,-17.5373986449683,-19.008108776949975,-19.605017679192265,-19.046449806287978,-18.49863353884316,-18.437827363643855,-17.9093218400729,-18.91493343199371,-19.447510296150902,-19.037512695089085,-18.63217868473881,-18.574716114362467,-18.08489743986822,-18.742443925002934,-19.239833977056755,-18.959882210505405,-18.664048296175004,-18.588465387214026,-18.145161455168413,Dornhoth_certh_iaun,-0.36518370213551066,0.07202688445102012
1094,-18.62119698448089,-18.57029309098013,-18.516634928546026,-18.46022576975859,-18.400938538413257,-18.338598142112815,-20.30276863688799,-20.298149742716205,-20.293462188112255,-20.28871570901427,-20.283921819751797,-20.279091631114056,-21.09314180187199,-21.09478453318887,-21.09648569346102,-21.098226678910393,-21.09998857996392,-21.10175215059847,-21.420794091985726,-21.421807693794293,-21.42271330135678,-21.42350523998283,-21.42418154797427,-21.424745705522284,-21.54619037344092,-21.54657855809407,-21.546736328276552,-21.546662799076813,-21.546360526840928,-21.54583494286649,-21.5508675939262,-21.550980253939883,-21.550855289996008,-21.550501712216317,-21.54992845065982,-21.549141900381613,Elrim_nana_dagnir,0.12526902549350893,0.3102961515848932
1095,-15.866273922322383,-15.686916008394512,-15.381228593250746,-14.934836874260888,-14.48502442386637,-14.067424256985298,-16.594541505022327,-16.586286660557754,-16.523936890276907,-16.388203877894448,-16.16340501849944,-15.851625267795974,-17.029843997515478,-17.079452689129532,-17.08370708903066,-17.00560142964489,-16.783417596770896,-16.427207160549962,-17.079029050667252,-17.10328617348234,-17.07013419438146,-16.949290055842887,-16.707727996179564,-16.33692773249563,-16.952410587551988,-16.941240543324604,-16.870584558013213,-16.720516672964727,-16.4716543075126,-16.116818026332304,-16.762400369133992,-16.726149220364682,-16.634445014103598,-16.47400237374641,-16.232303371526747,-15.90137784016759,Mirion_saer_curunir,-0.3389946528993164,0.014152251711223585
1096,-18.12168510554295,-18.1339523465563,-18.11900387378311,-18.077790960643014,-18.014071925331194,-17.93070454923371,-17.990868157050556,-18.002009305321124,-17.98441482152991,-17.93724686189867,-17.86225261795549,-17.7616739135769,-17.728858717809942,-17.74175717806881,-17.70427779755009,-17.63660478852958,-17.542849853328804,-17.421298574298547,-17.434350805909858,-17.42560083387471,-17.379641001833363,-17.304009517068508,-17.213987696193158,-17.102496365974574,-17.226778921879884,-17.235681719308573,-17.208975590915074,-17.141292468452164,-17.019517494359505,-16.843535349092093,-17.05115554972933,-17.063168946501435,-17.04050926359038,-16.97691717412215,-16.866939868480628,-16.70823684062377,Sindarin_cund_amloth,-0.5140460553848101,-0.2042134261871098
1097,-17.45262162356616,-16.89110583108986,-15.187725245840925,,,,-17.98415257062605,-17.74954036459262,-17.228197151808786,-16.760469009189464,-15.55599939793224,,-18.419770193787585,-18.41387046264083,-18.23569505007347,-17.861221335361975,-17.317880375377058,-16.53532501143198,-18.588018570453997,-18.693117608396037,-18.57019061823459,-18.243462750621777,-17.779132680504077,-17.156844508472517,-18.596950829232455,-18.757770593805137,-18.659312024944,-18.382815587995225,-17.97960711579337,-17.453709395626348,-18.526578528794644,-18.71732387953645,-18.647035661013533,-18.415756694337787,-18.063323946716594,-17.60897178482226,ablad_maen_aranarth,0.02398709496532092,0.2443477634283795
1098,-18.575233209862795,-18.63549749859562,-18.649889673347367,-18.62990951998328,-18.58421945739199,-18.519170564831747,-18.827164853346353,-18.863316480684965,-18.85560477348354,-18.81687406873089,-18.755778336511447,-18.67822319685485,-19.03398099350955,-19.04671769598999,-19.021795962281978,-18.9714011817998,-18.90220353058732,-18.818043216240348,-19.05354751917279,-19.073855998553007,-19.058288221304306,-19.016251765956163,-18.954195127159743,-18.87536786545386,-18.973391313818414,-19.00793241155156,-19.008884766531132,-18.98166427089597,-18.92863329962075,-18.852526198734317,-18.852177638915983,-18.896168112906743,-18.909083703109935,-18.89345592977495,-18.84985778170604,-18.781961562040784,achad_minas_adan,-0.16475536916892963,0.026190279058411647
1099,-16.4078975021446,-16.141800858252445,-15.66255775477682,-14.79109357528855,,,-16.702735892385128,-16.528193871384964,-16.216665967026266,-15.723173729827458,,,-16.991952374216275,-16.930276363659978,-16.807294331555163,-16.632993788865527,,,-17.128083320979336,-17.1312896930851,-17.0950734234844,-17.022514254358192,,,-17.131653861748738,-17.162657583202325,-17.143098184848107,-17.086144479159167,,,-17.04016556388145,-17.086816915866315,-17.075386841111616,-17.029915960379775,,,achad_thamas_hend,-0.04905414412957043,0.14247002647204
1100,-19.751272623341556,-19.85740217855122,-19.89353019914153,-19.877630223662983,-19.821769447554495,-19.73406022488336,-20.063220373892783,-20.13379091796933,-20.140772817275312,-20.10100567686586,-20.025287776668115,-19.920870058407125,-20.35591626593054,-20.3938418914206,-20.374965131648203,-20.313244170749226,-20.218639996619608,-20.09810022526521,-20.47879542162206,-20.51528866700904,-20.48987982829383,-20.419391445083072,-20.316150867186927,-20.18795457226586,-20.49962520876158,-20.53849731156587,-20.51230808084994,-20.440682358852676,-20.336338030872632,-20.20730884038884,-20.45458922636974,-20.49283415265987,-20.470249115411853,-20.402751391863355,-20.302574393034753,-20.177486548419218,achas_lavan_saig,-0.022212184489418973,0.12104913567210929
